n,time_seconds,time_ms,std_dev,operations,theoretical_complexity
1,4.833200728171505e-06,0.004833200728171505,3.092097185939154e-06,2,0.0
10,1.1091399937868118e-05,0.011091399937868118,7.637399863385395e-07,120,332.1928094887362
100,0.0013968414004921215,1.3968414004921215,0.00016971009932412607,17850,66438.56189774725
1000,0.07300791680027033,73.00791680027032,0.0188263118826511,2505000,9965784.284662087
10000,8.996979763999965,8996.979763999965,0.008900531289100852,350070000,1328771237.9549448
100000,1353.6865232359996,1353686.5232359995,13.099304226116567,42500850000,166096404744.36813
